having_ip_address,abnormal_url,google_index,count_dot,count_www,count_atrate,no_of_dir,no_of_embed,shortening_service,count_http,count_https,count_per,count_ques,count_hyphen,count_equal,url_length,hostname_length,suspicious_words,digit_count,letter_count,fd_length,has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
0,1,1,3,0,0,1,0,0,1,1,0,0,0,0,43,34,0,6,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,20,0,0,0,177,0,3,1,11,0,0,0,0,0,0,2,0,0,0,0,3,0,https://sp720498.sitebeat.crazydomains.com/,1
0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,22,6,0,3,14,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,3,0,59,1,1,0,1081,0,3,2,4,0,0,0,0,0,0,3,1,0,0,0,1,0,https://bit.ly/3Nf42Uy,1
0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,15,6,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,63,0,0,0,236,0,0,0,10,0,0,0,0,1,0,11,0,0,0,0,0,0,https://jio.sh/,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,25,18,0,0,21,0,1,1,1,0,0,1,0,0,0,0,0,1,5,0,0,110,0,0,54,51,53,39,1,1,1,6988,4,273,49,398,0,1,1,0,1,1,27,0,0,0,0,17,0,http://businessinsider.jp,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,22,15,0,0,18,0,1,1,1,0,1,1,0,0,1,0,1,12,2,0,4,685,0,0,8,23,6,12,1,1,1,43790,0,806,30,2399,0,1,1,0,1,1,9,1,0,1,217,365,0,http://bakerhughes.com,0
0,1,1,2,0,0,1,0,0,1,1,0,0,0,0,49,40,1,0,43,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,37,1,1,0,200,0,6,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,https://currentlyattyahoologinservice.boxmode.io/,1
0,1,1,2,0,0,1,0,0,1,1,0,0,2,0,53,44,0,4,41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,15,1,1,1,580,0,9,1,14,0,0,0,0,0,0,9,0,0,0,0,1,0,https://confirmation2023-recovery-pageess.start.page/,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,http://jazztel.es,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,12,0,0,0,27,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,http://alefed.com,0
0,1,1,2,0,0,2,0,0,1,1,0,0,0,0,39,16,0,2,30,4,1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,5,0,0,0,0,6,0,https://sites.google.com/view/sammare28,1
0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,19,12,0,0,15,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,49,0,0,26,28,4,58,1,1,0,5110,0,81,79,84,0,0,0,0,0,0,4,0,0,1,8,37,0,http://flashget.com,0
0,1,1,3,0,0,1,0,0,1,1,0,0,2,0,51,42,0,5,37,0,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,452,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://wandering-shadow-a969.ks8mx2iu.workers.dev/,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,13,0,1,1,1,0,0,1,1,1,0,0,1,7,10,0,0,73,0,0,41,11,35,59,1,1,1,16616,9,569,258,614,140,1,0,0,0,1,26,1,0,0,0,35,0,http://laodong.vn,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,20,13,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,1,7,13,14,46,1,1,1,5777,0,39,2,46,0,0,0,0,1,0,14,0,0,0,0,4,1,http://typeracer.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,14,7,0,0,10,0,1,0,1,0,0,1,0,0,0,0,1,0,4,0,0,149,0,0,13,124,57,33,1,1,1,9430,0,180,61,192,0,1,0,0,1,0,24,1,0,0,4,123,0,http://gwi.com,0
0,1,1,1,0,0,3,0,0,1,1,0,0,1,0,93,19,0,8,77,4,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,452,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://cloudflare-ipfs.com/ipfs/bafybeihmwtc3dcvi7qsiv6hqq42gxfypnmawndi6tkm6wwuufxom4lphte/,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,16,9,0,2,10,0,1,1,1,0,0,1,0,1,1,0,0,6,5,0,0,118,0,0,21,0,44,10,1,1,1,8025,0,219,51,252,0,1,1,0,1,1,19,1,0,0,0,73,0,http://cbs58.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,21,14,0,0,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,2,20,6,6,1,1,1,4145,0,22,3,60,0,1,0,0,0,0,2,1,0,0,0,1,0,http://openrepose.org,0
0,1,1,2,0,0,2,0,0,1,1,0,0,1,0,94,21,0,13,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ipfs.best-practice.se/ipfs/bafybeidgnvvd63ncankqv4676v3y5aleqb45jihtrrm4vjp2npbcnodoq4,1
0,1,1,2,0,0,1,0,0,1,1,0,0,2,0,40,31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://cancel-plynorthstar-bnk.web.app/,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,24,17,0,0,20,0,1,1,1,0,1,1,0,0,1,0,0,5,3,0,16,388,0,101,42,91,30,122,1,1,1,41248,0,892,275,599,50,1,1,0,1,1,57,1,0,0,0,489,1,http://economictimes.com,0
0,1,1,3,0,0,1,0,0,1,1,0,0,1,0,68,43,0,28,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://pub-973322c296624eeeb125fa19d80d93c3.r2.dev/webase90987.html,1
1,1,1,8,0,0,1,0,0,2,1,0,2,1,3,186,11,1,38,122,16,1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,5,0,0,0,0,6,0,http://43.156.7.24/InteractiveLogin?continue=https://accounts.google.com/?&amp;xrealip=185.194.93.13&amp;ifkv=AQMjQ7QC2cEVt139if9TqB2aG2v6IBn92AwOWYhMS-NqAwO3nF94ljt84Ow0z2jl8OlPaVtIon0Y,1
0,1,1,3,0,0,1,0,0,1,1,0,0,1,0,78,43,0,17,53,26,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://pub-4e7ab78c1eab45acbacdb8706451aa06.r2.dev/administrationsupport.html,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,21,14,0,0,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,12,0,0,0,73,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,0,0,http://fontawesome.io,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,18,11,0,0,14,0,1,0,1,0,0,1,0,0,0,0,0,0,14,0,0,114,0,0,47,11,20,57,1,1,1,5390,14,152,19,178,0,1,0,0,0,0,20,1,0,1,0,77,0,http://mercure.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,22,15,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,1,0,0,298,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://thundercloud.uk,0
0,1,1,2,0,0,5,0,0,1,1,0,1,2,3,167,15,0,22,127,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,20,0,0,0,110,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vTetIHZv1u5aQqGrXll3enSvcFuwK2KWz-Q2vvhVTB39tzEB2r5Og1fshl4VLJ6TmDKOF0qn4XFa8N6/pub?start=false&loop=false&delayms=3000,1
0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,23,16,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://panemicav2.rf.gd,1
0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,22,6,0,3,14,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,3,0,59,1,1,0,1081,0,3,2,4,0,0,0,0,0,0,3,1,0,0,0,1,0,https://bit.ly/414McaZ,1
0,1,1,1,0,0,3,0,0,1,1,0,0,1,0,93,19,0,11,74,4,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,452,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://cloudflare-ipfs.com/ipfs/bafybeigv5k7x4kowh7jywlcgi2paadenr32awva5zqn74adi2ncorigosm/,1
0,1,1,2,0,0,1,0,0,1,1,0,0,0,0,27,18,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,109,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://rainbenedi.web.app/,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,18,11,0,0,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,15,0,0,0,34,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,http://beanfun.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,13,0,1,1,0,0,1,1,1,0,1,0,0,6,0,0,0,6,0,0,6,6,17,7,1,1,1,976,0,4,6,9,2,1,1,0,0,1,4,0,0,0,0,4,0,http://zonedns.vn,0
0,1,1,2,0,0,3,0,0,1,1,0,0,1,0,82,11,0,5,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://cf-ipfs.com/ipfs/QmWPBVkFdTyx36nziP3HVMB76RATerobEsEGuaSSSpEyTv/appss.html,1
0,1,1,3,0,0,0,0,0,1,1,0,0,1,0,84,76,0,7,70,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66,0,0,0,323,0,5,0,10,0,0,0,0,0,0,3,1,0,0,0,2,0,https://bafybeiemyyeufycmevms4nlyabbj76wem6blskyevrmzfsps4kiw6s4wnu.ipfs.cf-ipfs.com,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,13,0,1,1,1,0,0,1,0,0,0,0,0,1,19,0,0,107,0,0,41,0,31,37,0,0,1,2083,18,100,36,234,0,1,1,0,0,0,30,0,0,1,0,57,0,http://uaprom.net,0
0,1,1,4,0,0,1,0,0,1,1,0,0,1,0,99,76,0,14,76,14,1,1,0,0,1,0,1,0,0,0,0,4,0,0,4,0,0,5,0,0,2,25,1,0,0,406,0,5,0,10,0,0,1,0,0,1,4,0,0,0,0,2,1,https://bafybeiarwvpbvyqfh6da6gde6oeakm4kzy6gqa6lyaki3orgvgbw2vl4lq.ipfs.cf-ipfs.com/678gutt67.html,1
0,1,1,4,0,0,1,0,0,1,1,0,0,1,0,97,76,0,11,77,12,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,452,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://bafybeiec7qvq5ytm636l4jtb3btlp5jtzirwr6qmcglc2xxc6otszffhci.ipfs.cf-ipfs.com/nicenow.html,1
0,1,1,2,0,0,1,0,0,1,1,0,0,0,0,34,25,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,110,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://bobodoumentsoigne.web.app/,1
0,1,1,2,0,0,2,0,0,1,1,0,0,1,0,94,21,0,11,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ipfs.best-practice.se/ipfs/bafybeiazpjy3mxuncv2bf3m6fjnb7d26gfolnrmxdw3o3giozy7a3mouui,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,21,14,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://daailynews.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,15,8,0,0,11,0,1,1,1,0,0,1,0,0,1,0,0,10,12,0,0,368,0,0,62,7,20,21,1,1,1,11362,0,473,176,1946,0,1,0,0,1,0,19,1,0,1,19,427,0,http://casio.jp,0
0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,21,14,0,0,16,0,1,1,1,0,0,1,0,0,0,0,0,2,2,0,0,47,0,0,7,1,48,58,0,1,0,1762,1,55,5,62,0,1,0,0,1,1,3,1,0,0,0,7,0,http://mail-abuse.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,19,12,0,0,15,0,1,1,0,0,1,1,0,1,1,0,0,5,0,0,0,59,0,0,3,2,16,45,1,1,1,7322,0,179,100,354,0,1,1,0,0,1,3,0,0,0,0,17,0,http://logopond.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,19,12,0,0,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,0,20,15,0,0,0,15,0,0,0,4,0,0,0,0,1,0,13,0,0,0,0,0,0,http://palantir.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,20,13,0,0,16,0,1,1,1,0,1,1,0,0,0,0,0,4,11,0,0,79,0,0,9,14,11,37,1,1,1,6883,0,116,12,169,1,1,1,0,1,0,8,1,0,1,40,41,0,http://hampshire.edu,0
0,1,1,2,0,0,1,0,0,1,1,0,0,1,0,40,31,0,4,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,109,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://moprf-3331cyura.firebaseapp.com/,1
0,1,1,3,0,0,2,0,0,1,1,0,0,0,0,96,23,0,9,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ipfs.eth.aragon.network/ipfs/bafkreidodzcehgtmiqbdnlwu6pxztxmq6wwh3wwln5dt2cw57rmpgza54u,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,18,11,0,0,14,0,1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,8,6,0,0,0,268,0,27,1,13,0,0,1,0,0,0,2,0,0,0,0,8,1,http://blogspot.hk,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,13,0,1,1,1,0,0,1,0,0,0,0,0,2,4,0,0,1446,0,0,7,125,3,7,1,1,1,24641,0,1463,120,334,0,0,1,0,0,0,12,0,0,0,0,1326,0,http://hdhole.com,0
0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,12,0,1,1,1,0,0,1,0,0,1,0,0,6,1,0,0,147,0,0,11,18,20,16,1,1,1,7191,0,158,20,141,0,1,1,0,0,1,9,1,0,0,0,27,0,http://asa.org.uk,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,14,7,0,0,10,0,1,1,1,0,1,1,0,0,0,0,0,3,20,0,4,91,0,0,65,25,7,36,1,1,1,9095,5,122,13,145,0,1,1,0,0,1,21,1,0,0,0,77,0,http://dsv.com,0
0,1,1,3,0,0,2,0,0,1,1,0,0,0,0,96,23,0,7,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ipfs.eth.aragon.network/ipfs/bafybeiflatd4h3aqetcnbtxeztj4ijyckiq7vngd4otx42qpgxkmfdtrsu,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,21,14,0,1,16,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,5,8,21,31,1,1,1,1729,0,18,7,53,0,1,0,0,1,0,16,0,0,1,3,1,0,http://starcraft2.com,0
0,1,1,2,0,0,1,0,0,1,1,0,0,0,0,32,23,0,3,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,53,0,0,0,80,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,https://bobc509.myportfolio.com/,1
0,1,1,2,0,0,1,0,0,1,1,0,0,0,0,27,18,0,1,20,0,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,3,13,0,0,0,226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://xn5gdw.webwave.dev/,1
0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,22,15,0,0,17,0,1,1,1,0,0,1,0,0,0,0,0,1,51,0,0,312,0,0,25,37,37,51,0,1,1,10887,9,331,73,199,2,1,1,0,1,0,24,1,0,0,0,236,0,http://telesmart.co.nz,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,16,9,0,0,12,0,1,1,1,0,0,1,0,1,1,0,1,79,37,0,0,348,0,0,69,30,85,22,1,1,1,46562,4,453,95,796,0,1,1,0,0,0,22,1,0,0,11,311,0,http://atari.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,21,14,0,0,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,2,39,22,0,1,1,1857,0,19,17,167,0,0,0,0,0,0,23,0,0,0,0,39,0,http://uscellular.com,0
0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,26,19,0,0,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116,0,0,12,233,26,52,1,0,1,43995,0,314,100,37,0,0,0,0,0,0,23,1,0,0,0,19,0,http://pciconcursos.com.br,0
0,1,1,2,0,0,1,0,0,1,1,0,0,1,0,42,33,0,12,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,https://fbcenter-case100510563211.web.app/,1
0,1,1,2,0,0,1,0,0,1,1,0,0,0,0,42,28,0,2,34,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,https://currentlyattnet.formaloo.net/ro9v3,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,16,9,0,0,12,0,1,1,1,0,1,1,0,0,1,0,0,4,1,0,0,134,0,0,2,41,13,73,1,1,1,5196,1,227,15,78,0,1,1,0,0,1,6,1,0,0,0,10,0,http://theoi.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,22,15,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,63,0,0,0,122,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,2,0,http://myairbridge.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,23,16,0,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,82,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,http://getindianews.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,21,14,1,0,17,0,1,1,1,0,0,1,0,1,1,0,0,98,14,0,105,314,0,0,11,19,45,121,0,0,1,26208,0,424,34,869,0,1,1,1,1,1,13,1,0,0,0,43,0,http://absolutbank.ru,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,18,11,0,0,14,0,1,1,1,0,1,1,0,0,0,0,0,4,3,0,0,184,0,0,30,57,31,61,0,0,1,8999,0,334,271,278,0,1,1,0,0,0,21,1,0,0,0,101,0,http://bmwblog.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,15,8,0,0,11,0,1,1,1,0,0,1,0,0,1,0,0,7,5,0,0,97,0,0,28,8,18,47,1,1,1,3839,3,138,2,228,0,1,1,0,1,0,3,1,0,0,0,53,0,http://csub.edu,0
0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,51,32,0,1,43,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://banconacionalcostarica.atsnx.com/ldsss1.html,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,20,13,0,0,16,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,6,5,4,37,1,0,1,731,1,7,0,13,0,1,0,0,0,0,5,1,0,0,0,1,0,http://huicopper.com,0
0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,29,21,0,8,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://97654545.hyperphp.com/,1
0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,25,18,0,0,20,0,1,1,1,0,0,1,0,0,0,0,0,6,52,0,0,504,0,0,189,59,423,24,1,1,1,52524,42,552,123,672,0,1,1,0,1,0,20,1,0,1,17,132,0,http://leedsbeckett.ac.uk,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,14,7,0,0,10,0,1,1,1,0,0,1,0,0,0,0,0,15,3,0,6,75,0,0,5,28,13,52,1,1,1,6507,1,93,36,359,0,1,0,0,1,0,10,1,0,1,61,168,0,http://nexi.it,0
